id,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_placar,visitante_placar,mandante_estado_BA,mandante_estado_CE,mandante_estado_DF,mandante_estado_GO,mandante_estado_MG,mandante_estado_MT,mandante_estado_PA,mandante_estado_PE,mandante_estado_PR,mandante_estado_RJ,mandante_estado_RN,mandante_estado_RS,mandante_estado_SC,mandante_estado_SP,visitante_estado_BA,visitante_estado_CE,visitante_estado_DF,visitante_estado_GO,visitante_estado_MG,visitante_estado_MT,visitante_estado_PA,visitante_estado_PE,visitante_estado_PR,visitante_estado_RJ,visitante_estado_RN,visitante_estado_RS,visitante_estado_SC,visitante_estado_SP
11,1,2003-03-30,18:00,Santos,Parana,ausente,ausente,ausente,ausente,ausente, Vila Belmiro,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12,1,2003-03-30,18:00,Corinthians,Atletico-MG,ausente,ausente,ausente,ausente,Atletico-MG, Pacaembu,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13,2,2003-04-05,16:00,Fluminense,Fortaleza,ausente,ausente,ausente,ausente,ausente, Maracanã,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
14,2,2003-04-05,16:00,Atletico-MG,Santos,ausente,ausente,ausente,ausente,ausente, Mineirão,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15,2,2003-04-05,16:00,Coritiba,Internacional,ausente,ausente,ausente,ausente,Internacional, Couto Pereira,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
16,2,2003-04-05,18:00,Gremio,Guarani,ausente,ausente,ausente,ausente,Gremio, Olímpico,3,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17,2,2003-04-06,16:00,Bahia,Flamengo,ausente,ausente,ausente,ausente,Flamengo, Fonte Nova,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18,2,2003-04-06,16:00,Figueirense,Corinthians,ausente,ausente,ausente,ausente,ausente, Orlando Scarpelli,3,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
19,2,2003-04-06,16:00,Paysandu,Vitoria,ausente,ausente,ausente,ausente,Vitoria, Mangueirão,1,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20,2,2003-04-06,16:00,Ponte Preta,Juventude,ausente,ausente,ausente,ausente,Ponte Preta, Moisés Lucarelli,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21,2,2003-04-06,16:00,Parana,Athletico-PR,ausente,ausente,ausente,ausente,Parana, Pinheirão,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
22,2,2003-04-06,16:00,Sao Caetano,Criciuma,ausente,ausente,ausente,ausente,Sao Caetano, Anacleto Campanella,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
23,2,2003-04-06,18:00,Sao Paulo,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, Morumbi,2,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24,2,2003-04-06,18:00,Vasco,Goias,ausente,ausente,ausente,ausente,Vasco, São Januário,6,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
25,4,2003-04-09,21:40,Paysandu,Santos,ausente,ausente,ausente,ausente,Paysandu, Mangueirão,2,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,3,2003-04-12,16:00,Internacional,Bahia,ausente,ausente,ausente,ausente,Internacional, Beira Rio,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,3,2003-04-12,16:00,Santos,Figueirense,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39,3,2003-04-12,16:00,Athletico-PR,Atletico-MG,ausente,ausente,ausente,ausente,Atletico-MG, Arena da Baixada,1,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,3,2003-04-12,18:00,Corinthians,Paysandu,ausente,ausente,ausente,ausente,Corinthians, Pacaembu,6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
41,3,2003-04-13,16:00,Vitoria,Vasco,ausente,ausente,ausente,ausente,Vitoria, Barradão,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
42,3,2003-04-13,16:00,Criciuma,Sao Paulo,ausente,ausente,ausente,ausente,ausente, Heriberto Hulse,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
43,3,2003-04-13,16:00,Fortaleza,Sao Caetano,ausente,ausente,ausente,ausente,ausente, Presidente Vargas,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44,3,2003-04-13,16:00,Juventude,Coritiba,ausente,ausente,ausente,ausente,Juventude, Alfredo Jaconi,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
45,3,2003-04-13,16:00,Guarani,Parana,ausente,ausente,ausente,ausente,Guarani, Brinco de Ouro,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
46,3,2003-04-13,16:00,Goias,Gremio,ausente,ausente,ausente,ausente,ausente, Serra Dourada,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
47,3,2003-04-13,18:00,Cruzeiro,Ponte Preta,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
48,3,2003-04-13,18:00,Flamengo,Fluminense,ausente,ausente,ausente,ausente,Flamengo, Maracanã,4,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
26,4,2003-04-16,20:30,Bahia,Juventude,ausente,ausente,ausente,ausente,Bahia, Fonte Nova,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27,4,2003-04-16,20:30,Gremio,Vitoria,ausente,ausente,ausente,ausente,Gremio, Olímpico,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28,4,2003-04-16,20:30,Atletico-MG,Guarani,ausente,ausente,ausente,ausente,Atletico-MG, Mineirão,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
29,4,2003-04-16,20:30,Figueirense,Athletico-PR,ausente,ausente,ausente,ausente,ausente, Orlando Scarpelli,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30,4,2003-04-16,20:30,Ponte Preta,Criciuma,ausente,ausente,ausente,ausente,ausente, Moisés Lucarelli,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31,4,2003-04-16,21:40,Sao Caetano,Flamengo,ausente,ausente,ausente,ausente,ausente, Anacleto Campanella,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
32,4,2003-04-16,21:40,Vasco,Corinthians,ausente,ausente,ausente,ausente,ausente, São Januário,2,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
33,4,2003-04-16,21:40,Coritiba,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, Couto Pereira,3,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,4,2003-04-17,20:30,Fluminense,Internacional,ausente,ausente,ausente,ausente,Fluminense, Maracanã,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
35,4,2003-04-17,20:30,Sao Paulo,Fortaleza,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
36,4,2003-04-17,20:30,Parana,Goias,ausente,ausente,ausente,ausente,Parana, Pinheirão,3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
144,12,2003-04-18,20:30,Flamengo,Cruzeiro,ausente,ausente,ausente,ausente,Flamengo, Maracanã,3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
49,5,2003-04-19,16:00,Bahia,Atletico-MG,ausente,ausente,ausente,ausente,Atletico-MG, Fonte Nova,2,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50,5,2003-04-19,16:00,Sao Caetano,Gremio,ausente,ausente,ausente,ausente,ausente, Anacleto Campanella,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51,5,2003-04-19,18:00,Flamengo,Santos,ausente,ausente,ausente,ausente,Santos, Maracanã,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
52,5,2003-04-20,16:00,Sao Paulo,Vasco,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
53,5,2003-04-20,16:00,Internacional,Corinthians,ausente,ausente,ausente,ausente,Internacional, Beira Rio,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54,5,2003-04-20,16:00,Criciuma,Guarani,ausente,ausente,ausente,ausente,Criciuma, Heriberto Hulse,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
55,5,2003-04-20,16:00,Juventude,Vitoria,ausente,ausente,ausente,ausente,ausente, Alfredo Jaconi,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
56,5,2003-04-20,16:00,Fortaleza,Athletico-PR,ausente,ausente,ausente,ausente,Fortaleza, Presidente Vargas,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
57,5,2003-04-20,16:00,Ponte Preta,Paysandu,ausente,ausente,ausente,ausente,ausente, Moisés Lucarelli,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
58,5,2003-04-20,18:00,Cruzeiro,Goias,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
59,5,2003-04-20,18:00,Fluminense,Parana,ausente,ausente,ausente,ausente,ausente, Maracanã,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
60,5,2003-04-21,20:30,Coritiba,Figueirense,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
61,6,2003-04-26,16:00,Atletico-MG,Coritiba,ausente,ausente,ausente,ausente,Coritiba, Mineirão,1,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
62,6,2003-04-26,16:00,Parana,Bahia,ausente,ausente,ausente,ausente,Parana, Pinheirão,3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63,6,2003-04-26,16:00,Vitoria,Internacional,ausente,ausente,ausente,ausente,Internacional, Barradão,0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
64,6,2003-04-26,18:00,Guarani,Cruzeiro,ausente,ausente,ausente,ausente,ausente, Brinco de Ouro,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
65,6,2003-04-27,16:00,Corinthians,Flamengo,ausente,ausente,ausente,ausente,ausente, Pacaembu,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
66,6,2003-04-27,16:00,Goias,Juventude,ausente,ausente,ausente,ausente,Goias, Serra Dourada,7,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
67,6,2003-04-27,16:00,Figueirense,Ponte Preta,ausente,ausente,ausente,ausente,ausente, Orlando Scarpelli,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
68,6,2003-04-27,16:00,Santos,Fortaleza,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
69,6,2003-04-27,16:00,Gremio,Fluminense,ausente,ausente,ausente,ausente,Fluminense, Olímpico,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
70,6,2003-04-27,16:00,Athletico-PR,Criciuma,ausente,ausente,ausente,ausente,Athletico-PR, Arena da Baixada,4,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
71,6,2003-04-27,18:00,Paysandu,Sao Paulo,ausente,ausente,ausente,ausente,Paysandu, Mangueirão,5,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
72,6,2003-04-27,18:00,Vasco,Sao Caetano,ausente,ausente,ausente,ausente,Vasco, São Januário,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
73,7,2003-05-03,16:00,Flamengo,Vitoria,ausente,ausente,ausente,ausente,Flamengo, Maracanã,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
74,7,2003-05-03,16:00,Bahia,Gremio,ausente,ausente,ausente,ausente,Bahia, Fonte Nova,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
75,7,2003-05-03,18:00,Cruzeiro,Athletico-PR,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,5,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
76,7,2003-05-04,16:00,Fortaleza,Corinthians,ausente,ausente,ausente,ausente,Corinthians, Castelão,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
77,7,2003-05-04,16:00,Sao Paulo,Figueirense,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
78,7,2003-05-04,16:00,Sao Caetano,Paysandu,ausente,ausente,ausente,ausente,Sao Caetano, Anacleto Campanella,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
79,7,2003-05-04,16:00,Internacional,Goias,ausente,ausente,ausente,ausente,Internacional, Beira Rio,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
80,7,2003-05-04,16:00,Ponte Preta,Atletico-MG,ausente,ausente,ausente,ausente,Ponte Preta, Moisés Lucarelli,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
81,7,2003-05-04,16:00,Juventude,Guarani,ausente,ausente,ausente,ausente,ausente, Alfredo Jaconi,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
82,7,2003-05-04,16:00,Coritiba,Parana,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
83,7,2003-05-04,18:00,Criciuma,Santos,ausente,ausente,ausente,ausente,Santos, Heriberto Hulse,1,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
84,7,2003-05-04,18:00,Fluminense,Vasco,ausente,ausente,ausente,ausente,ausente, Maracanã,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
85,8,2003-05-10,16:00,Goias,Flamengo,ausente,ausente,ausente,ausente,ausente, Serra Dourada,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
86,8,2003-05-10,16:00,Santos,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, Vila Belmiro,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
87,8,2003-05-10,16:00,Parana,Ponte Preta,ausente,ausente,ausente,ausente,Parana, Pinheirão,3,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
88,8,2003-05-10,18:00,Corinthians,Criciuma,ausente,ausente,ausente,ausente,Corinthians, Pacaembu,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
89,8,2003-05-11,16:00,Vasco,Bahia,ausente,ausente,ausente,ausente,ausente, São Januário,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90,8,2003-05-11,16:00,Paysandu,Fluminense,ausente,ausente,ausente,ausente,ausente, Mangueirão,2,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
91,8,2003-05-11,16:00,Atletico-MG,Sao Paulo,ausente,ausente,ausente,ausente,ausente, Mineirão,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
92,8,2003-05-11,16:00,Vitoria,Fortaleza,ausente,ausente,ausente,ausente,Vitoria, Barradão,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
93,8,2003-05-11,16:00,Guarani,Internacional,ausente,ausente,ausente,ausente,Guarani, Brinco de Ouro,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
94,8,2003-05-11,16:00,Athletico-PR,Juventude,ausente,ausente,ausente,ausente,Athletico-PR, Arena da Baixada,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
95,8,2003-05-11,16:00,Figueirense,Sao Caetano,ausente,ausente,ausente,ausente,Figueirense, Orlando Scarpelli,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
96,8,2003-05-11,18:00,Gremio,Coritiba,ausente,ausente,ausente,ausente,Gremio, Olímpico,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
97,9,2003-05-17,16:00,Fluminense,Figueirense,ausente,ausente,ausente,ausente,Fluminense, Maracanã,3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
98,9,2003-05-17,16:00,Sao Caetano,Atletico-MG,ausente,ausente,ausente,ausente,Sao Caetano, Anacleto Campanella,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
99,9,2003-05-17,18:00,Juventude,Santos,ausente,ausente,ausente,ausente,ausente, Alfredo Jaconi,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
100,9,2003-05-18,16:00,Bahia,Paysandu,ausente,ausente,ausente,ausente,Bahia, Fonte Nova,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
101,9,2003-05-18,16:00,Internacional,Athletico-PR,ausente,ausente,ausente,ausente,ausente, Beira Rio,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
102,9,2003-05-18,16:00,Coritiba,Vasco,ausente,ausente,ausente,ausente,ausente, Couto Pereira,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
103,9,2003-05-18,16:00,Cruzeiro,Corinthians,ausente,ausente,ausente,ausente,ausente, Mineirão,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
104,9,2003-05-18,16:00,Fortaleza,Goias,ausente,ausente,ausente,ausente,Fortaleza, Castelão,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
105,9,2003-05-18,16:00,Ponte Preta,Gremio,ausente,ausente,ausente,ausente,Ponte Preta, Moisés Lucarelli,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
106,9,2003-05-18,16:00,Criciuma,Vitoria,ausente,ausente,ausente,ausente,ausente, Heriberto Hulse,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
107,9,2003-05-18,18:00,Flamengo,Guarani,ausente,ausente,ausente,ausente,ausente, Maracanã,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
108,9,2003-05-18,18:00,Sao Paulo,Parana,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
109,10,2003-05-24,16:00,Atletico-MG,Fluminense,ausente,ausente,ausente,ausente,Atletico-MG,  Independência,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
110,10,2003-05-24,16:00,Parana,Sao Caetano,ausente,ausente,ausente,ausente,ausente, Pinheirão,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
111,10,2003-05-24,16:00,Corinthians,Juventude,ausente,ausente,ausente,ausente,Corinthians, Pacaembu,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
112,10,2003-05-24,18:00,Vasco,Ponte Preta,ausente,ausente,ausente,ausente,Vasco, São Januário,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
113,10,2003-05-25,16:00,Athletico-PR,Flamengo,ausente,ausente,ausente,ausente,Athletico-PR, Arena da Baixada,4,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
